content,label
Berani bukan berarti tidak takut. Munculnya keberanian justru karena adanya ketakutan.,trust
@AyraHadi Mampusluh najwa sihab di skakmat oleh bang yusril.\nDia pikir seakan2 gak ada yg bsa membungkan dialog si…,anger
"SUKSES itu tidak memandang Rupa tapi memandang berapa besar usahamu, Tekadmu &amp; nyalimu untuk Terus Berjuang. SETUJU?",joy
"Cak imin, yusril, CT dan SMI bahkan hary tanoe gak sepopuler yang kita kira selama ini. Kenapa ya.",surprise
Prof Yusril : Habib Rizieq akan kita bela dari semua kriminalisasi !\n\nTakbir,trust
apa generasi muda muhamdiyah juga sudah terpapar radikalisme?,fear
"@OctaYusril  Hai, Mas Yusril. Maaf atas ketidaknyamanannya. Mengenai keluhan jaringan, silakan infokan data yang di…",sadness
"OctaYusril Hai, Mas Yusril. Maaf atas ketidaknyamanan. Mengenai keluhan tidak bisa akses internet, silakan  restart…",sadness
"@detektive88 @BuWhie Kapok loo ,mulut dijaga wartawan harus tau etika bicara. Mak Yos Prof Yusril",anger
Haruskah Semua Pasien Sakit Mag Lakukan Endoskopi? Sakit mag tidak boleh diremeh,anticipation
"OctaYusril Hai, Mas Yusril. Maaf atas ketidaknyamanan. Mengenai keluhan tidak bisa akses internet, silakan  restart…",sadness
@wigapurnomo @AremaFC @PSMSnews @RahmayadiEdy Bubarkan arema q malu jd orng malang ko mlH klakuan arema sprt ini,anger
@indosupporter @PSSI @FIFAcom harus dicari tahu nih... itu pengurangan poin untuk musim ini apa musim yg lalu?\nkala…,anticipation
"@emosijiwakucom @RahmayadiEdy : \@PSSI yang bermartabat dan profesional\\nHahahahaha.... sing endi sing bermartabat?, sing profesional?",fear
@RahmayadiEdy Urusan bola diam dulu urusan Pilkada diutamakan... Klo dapat baru undurkan diri.... Koplak ni....,disgust
"Perasaan baca berita ada pernyataan dari komdis begini, Arema FC akan dihukum tanpa ampun... Ooo ternyata denda 300…",trust
"@PSSI Ga bisa gitu donk masa dari dulu msh sibuk ngukur level, rakyat menuntut Timnas Indonesia harus berprestasi k…",anger
@oskadonfc @sandika_naufal @a_yudha11 @PERSIPURA_ @RahmayadiEdy @PSSI @persipura63 loh kan ini yg dimaksud sedang n…,trust
@Edwin_A_J @PERSIPURA_ @RahmayadiEdy @PSSI @persib Akun resmi official resmi @persipura63 mang.,trust
@RahmayadiEdy Pssi urusin pak urusinn,joy
@RahmayadiEdy Matiii aja lahh kau pakk!!!,anger
@kumparan Komdis @PSSI ga berani usut? Oh iya lupa itu klub IB ga boleh di usik betul ga pa @RahmayadiEdy?,anger
@ebod_path @RahmayadiEdy amiinn,joy
@PdipTapteng @SiharSitorus @PDIPSumut @PDI_Perjuangan @BPPemiluPDIP @bppemilusumut Benarkah karakter aslinya seperti itu @RahmayadiEdy ?,anticipation
@PERSIPURA_ @RahmayadiEdy @PSSI Semua janji2 nya omong kosong hanya krna jabatan gubernur dia abai dgn janji nya sk…,anger
"@must_tons @moehammadeffye1 @PSSI @RahmayadiEdy Gak cocok karo semboyane.\nNek ngomong sampek muncrat kabeh idune, tibak e yo podo ae.",anger
"Kemenangan psms medan kado ulang tahun yg ke 68 tahun, semoga selanjutnya psms medan menang terus @PSMSnews…",joy
@PERSIPURA_ @RahmayadiEdy @PSSI Yuk buruan gabung di : Bandar Judi \nOnline yang Aman dan Te…,joy
"@indosupporter Salah....\nMereka mau menunjukkan, kalo mereka di backup oleh PSSI.... So, suka-suka guwe mo ngapain!…",anger
"@RahmayadiEdy Semoga terpilih ya, Pak.. biar bisa fokus urusin Sumut. Kalau ngurus PSSI berat pak..",trust
@Dennysiregar7 @prabowo Lu suruh aja TKA DEKLARASI DUKUNG jokowi.. \nGitu aja ngambek lu bong !,anger
Untuk warga #jawabarat teh @rachelmaryams berpesan jangan lupa dukung pasangan #asyik pilihan Pak @prabowo…,joy
"@rizahariati @savicali @prabowo @jokowi @fadlizon @MardaniAliSera mbak, waktu yg akan membuktikan siapa yg benar da…",trust
@taa19620311 @sanji2310 @fadlizon @prabowo Ada photonya?,anticipation
@The_realindo @Dennysiregar7 @prabowo @jokowi Bener sekali korupsi honggo 35T blbi centuri dan banyak lagi.,anger
@Handojo7 @habiburokhman @prabowo Ibu2 dikerumunan banci,anger
@akuratco @prabowo Mau minta ganti tp masih plonga plongok..,fear
@Dennysiregar7 @prabowo Ni orang tebel amat mukanye...,anger
@ujangahmaad @Dennysiregar7 @prabowo @aniesbaswedan Lah dia caleg pks yg gagal jgn ngeles lah &amp; utk apa nyusup\in?s…,fear
@prabowo Bung! Jangan terlalu ambisius! Anda itu sudah melampaui batas usia produktif untuk jadi Capres! Istirahat saja di rumah urus kuda!!,anger
@Ken2steve @Dennysiregar7 @prabowo @aniesbaswedan Apakah kamu kenal orang ini? Dialah penyusup dari kalangan kecebo…,disgust
@chicohakim @fadlizon @prabowo Saran gua sik mending orang2 yg terlibat persekusi kemaren nyerahin diri aja ke poli…,joy
Kelakuan kalian. Ini Persis seperti ketika @fadlizon Minta Presiden telanjang dada seperti @prabowo . Ada Yang Sala…,anger
"@chicohakim @fadlizon udah lepas tangan, dengan tegas bilang itu bukan pendukung @prabowo",joy
Drpd pak @jokowi tawarkan presiden AS &amp; Korut bertemu di INA mending perintahkan @hanifdhakiri  bertemu dgn…,anticipation
@Ken2steve @Dennysiregar7 @prabowo Apakah ada bukti  dengan tuduhan anda? Jika ada bukti Silahkan tunjukkan,anticipation
@Dennysiregar7 @prabowo aach ente...padahal junjungan elo pade maen diGot.... hehehehe \n#2019GantiPresiden,disgust
"@Gerindra @MuzaniGerindra Min, semoga ALLAH SWT melancarkan niat dan tujuan baik @Gerindra demi NKRI\nTapi kalo bole…",joy
@eyan_55 @Dennysiregar7 @prabowo Haaa.. \nBiar lah mereka dalam kedunguan mereka.. \n1. Gak adaa menteri yang dobel s…,disgust
"Simak! Penting!\n\nJokowi Terancam Batal Nyapres?\nOleh: #HersubenoArief\nMinggu,",surprise
"@Dennysiregar7 @prabowo Hahaha...banyak ya pasukan selalu kalah,selalu marah2 disini,",joy
@ArrayanMeutia @Dennysiregar7 @prabowo Artinya dongo..,anger
"SEMENTARA orang anggap intimidasi CFD sbg WUJUD demokrasi.  Mengerikan, saat AMBISI politik  meracuni KEWARASAN. Tak ada KEADABAN.",anger
@mirzamarb @savicali @prabowo @jokowi @fadlizon @MardaniAliSera Oh tentu saja wartawan ada yang baik. Tapi saya jug…,trust
@SepthaH @Intel_FPI @CNNIndonesia @prabowo Ya terserah yg pnting bukan Pakde lg,disgust
@Dennysiregar7 @prabowo Kasian ya pola pikirnya org2 yg “rendah” itu. Susah loh mimpin negara yg “isinya kayak comberan”.,anger
@jokowi @sbyudhoyono @prabowo\n\nAlhamdulillah\nproses hukum adlh cara yg beradab,joy
@detikcom Nnti malah merusak suara JKW mending pak @prabowo  tanding lawan pak @jokowi head to head..,anticipation
@daryantowidodo @RadioElshinta @jokowi @prabowo Sekrng ekonomi buruk bnget.d tambh lg naiknya listrik bbm.sembakonya pun ikut melambung.,anger
@fadlizon @Gerindra @prabowo Tapi juga sekalian menjual aset papua ke sekutunya amerika yaitu pt prefot dan sekaran…,anger
@gusmus_md @fadlizon @prabowo @Gerindra @MRomahurmuziy Ngomong apa kumur kumur om...,anger
@kf_andi @saut008 @fadlizon @prabowo @Gerindra @MRomahurmuziy Bong ga nyambung ...kalau gerindra pks tenggelam teru…,anger
"@fadlizon @Al_faqir_ @prabowo @Gerindra @MRomahurmuziy Dia sadar partainya 2019 bakal habis, daripada mikirin PPP y…",anticipation
"8. Jadi baik @jokowi maupun @prabowo atau siapapun presidennya, membutuhkan figur @aheryawan sbg pendamping yg mamp…",trust
"@fadlizon @Gerindra @prabowo Semua sesuai masa nya , kl cara pandang seperti itu , warisan pak Harto jg parah",fear
Negeri telah berantakan.\nTatanan Negara kacau balau.\nPara penjilat semakin tidak tau diri.\nKeutuhan bangsa terancam…,disgust
@fadlizon @Gerindra @prabowo ya dampaknya emas papua di rampok ama Freport ya bapak bapak gembul,anger
@TamariSukoco @fadlizon @prabowo @Gerindra @MRomahurmuziy @cakimiNOW @jokowi @MRomahurmuziy PenJilat Pantat Jokowi.…,anger
@kf_andi @GerungKampret @fadlizon @prabowo @Gerindra @MRomahurmuziy Alhamdulillah Indonesia Merdeka karena Umat Islam.,joy
@mohhana94648003 @fadlizon @prabowo @Gerindra @MRomahurmuziy @jokowi Alhamdulillah mereka sudah kembali ke track um…,joy
@S14PD @JOK0Wl @prabowo @Nurmantyo_Gatot @tgbID @Yusrilihza_Mhd @AgusYudhoyono Belon pada bangun barangkali netizenya.,joy
@mbahbay1 @fadlizon @prabowo @Gerindra @MRomahurmuziy Dasar Plongak Plongok macam @jokowi,anger
"@fadlizon @prabowo @Gerindra @MRomahurmuziy Nyapres itu hoby mahal, biar Prabowo saja. Jadi Presiden itu berat biar Jokowi saja.",joy
Apa modal @prabowo untuk Pilpres 2019? Siapkah dia dengan modal elektoral dan pendanaan? Liputan khusus kumparan me…,anticipation
@AnnaSuezann @utieh07 @prabowo Klo kodok begini kira2 piaraannya sapa ya,disgust
@fadlizon @Gerindra @prabowo MUKA TAI KAU,anger
@fadlizon @prabowo @Gerindra @MRomahurmuziy ketahuan siapa yg menyebarkan issue PKI padahal…,fear
@fadlizon @Gerindra @prabowo HAHAHAHAHAHAHAHAHAHAHAHAHAHAHA......\nPapua yang berjasa untuk Papua\nKita hanya mempera…,fear
FAKTA mereka &gt;&gt; SYETAN.\n\nMenista Alquran\nMemecah belah Umat\nMenganiaya Ulama\nMenebar kebencian\n\nAllahu Akbar. Hajar…,trust
"@fadlizon Soeharto dan menantu nya si jomblo @prabowo datang ke Papua dengan senjata nyet, bukan dgn kasih seperti…",anger
Pengacara Setya Novanto: Kita Diperkosa,fear
"Pengacara Setya Novanto Ancam Bongkar Korupsi di KPK, Begini Katanya",joy
Pengacara: Setya Novanto Dilindungi UUD 1945,trust
"Pengacara: Setya Novanto Bukan Pengecut, Cuma Tak Ikhlas Diperkosa",trust
Idrus Marham: Setya Novanto Mangkir Atas Saran Pengacara,trust
Pengacara Setya Novanto Siapkan Bukti untuk Buka Borok KPK,trust
"Pengacara Setya Novanto Ancam Bongkar Korupsi di KPK, Begini Katanya",anticipation
Setya Novanto Sempat Minta Pengacara Menemuinya di Rumah,anticipation
Pengacara Setya Novanto Mengaku Punya Bukti untuk Bongkar Borok KPK,trust
Pengacara Setya Novanto “Ngotot” Pemanggilan Kliennya Harus Seizin Presiden,anticipation
Pengacara Setya Novanto Siapkan Bukti Bongkar Borok KPK,anticipation
"Setya Novanto Absen dari Pemeriksaan KPK, Pengacara: Anggota Dewan Punya Hak Imunitas",joy
Pengacara Setya Novanto Siapkan Bukti Bongkar Borok KPK,anticipation
Pengacara Setya Novanto: Anggota DPR Takut Gunakan Hak Imunitas,anticipation
"Pengacara: Setya Novanto Bukan Pengecut, Cuma Tak Ikhlas Diperkosa",trust
Pengacara Setya Novanto Siapkan Bukti untuk Buka Borok KPK,trust
"Pengacara Setya Novanto Ancam Bongkar Korupsi di KPK, Begini Katanya",anticipation
Pengacara: Setya Novanto Dilindungi UUD 1945,joy
Pengacara Setya Novanto: JK Harus Seperti Jokowi,trust
Setya Novanto: Yang Mengganti Pancasila Akan Berhadapan dengan Golkar,trust
Pengacara Setya Novanto: Anggota DPR Takut Gunakan Hak Imunitas,trust
Pengacara Setya Novanto Mengaku Punya Bukti untuk Bongkar Borok KPK,trust
Pengacara Setya Novanto Siapkan Bukti untuk Buka Borok KPK,anticipation
Pengacara Setya Novanto Sebut Jusuf Kalla Bikin Gaduh,disgust
Pengacara Setya Novanto: JK Harus Seperti Jokowi,trust
Agung Laksono: Keyakinan Kami Bahwa Setya Novanto Tidak Bersalah Adalah Benar,trust
"Setya Novanto 'Menghilang', Pengacara: Ada Tugas Negara, Sangat Urgen",anticipation
"Setya Novanto 'Menghilang', Pengacara: Ada Tugas Negara, Sangat Urgen",trust
Waduh! Pengacara Setya Novanto Mengancam Bongkar Borok KPK,joy
Pengacara Setya Novanto “Ngotot” Pemanggilan Kliennya Harus Seizin Presiden,anticipation
"Setya Novanto Punya Hak Imunitas, Tak Bisa Diperiksa KPK",anticipation
Pengacara Setya Novanto: Anggota DPR Takut Gunakan Hak Imunitas,trust
"Setya Novanto Absen dari Pemeriksaan KPK, Pengacara: Anggota Dewan Punya Hak Imunitas",anticipation
Pengacara Setya Novanto Siapkan Bukti untuk Buka Borok KPK,anticipation
Pengacara Setya Novanto Akan Laporkan Tindakan KPK ke Jokowi,anticipation
Jangan Pilih Ketua DPR Tersangkut Korupsi. Berikut ini Setya Novanto Korupsi Baca selengkapnya.,anticipation
Setya Novanto Sempat Minta Pengacara Menemuinya di Rumah,trust
"Setya Novanto Punya Hak Imunitas, Tak Bisa Diperiksa KPK",trust
"Pengacara Setya Novanto Akan Bongkar Borok KPK: Pelan-pelan, Ini Baru Ronde Pertama",trust
@rockygerung Sinetron baru segera menggantikan kisah tianglistrik Setya Novanto\nKali ini syuting nya di mako Brimob,trust
"Pengacara Setya Novanto Akan Bongkar Borok KPK: Pelan-pelan, Ini Baru Ronde Pertama",trust
Pengacara Setya Novanto Mengaku Punya Bukti untuk Bongkar Borok KPK,trust
Vonis 15 Tahun Penjara untuk Setya Novanto,joy
Pengacara: Setya Novanto Dilindungi UUD 1945,trust
Ketua Umum DPP Partai Golkar Setya Novanto memberi konfirmasi kehadirannya walau baru pulih dari sakit #53thGolkar,trust
Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…,trust
Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…,trust
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",joy
Gus Sholah: Ibu Khofifah Indar Parawansa itu Amanah BaGusS #KhofifahEmilNomerSatu,trust
"Emil Elistianto Dardak, adalah orang yang paham tentang perencanaan pembangunan,  sangat cocok disandingkan dengan…",trust
Gus Sholah: Ibu Khofifah Indar Parawansa itu Amanah BaGusS #KhofifahEmilNomerSatu,trust
"Emil Elistianto Dardak, adalah orang yang paham tentang perencanaan pembangunan,  sangat cocok disandingkan dengan…",trust
"Emil Elistianto Dardak, adalah orang yang paham tentang perencanaan pembangunan,  sangat cocok disandingkan dengan…",trust
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",joy
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",trust
Gus Sholah: Ibu Khofifah Indar Parawansa itu Amanah BaGusS #KhofifahEmilNomerSatu,joy
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",joy
Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…,anticipation
Barisan Gus Sholah (BaGusS) pulau Madura sudah merapatkan diri untuk memenangkan pasangan Calon Gubernur Khofifah I…,joy
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",joy
Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…,trust
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",joy
Edy Marzuki dari SSC menyampaikan bahwa dari hasil survey tersebut menunjukkan bahwa tingkat elektabilitas pasangan…,trust
Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…,joy
Gus Sholah: Ibu Khofifah Indar Parawansa itu Amanah BaGusS #KhofifahEmilNomerSatu,trust
Khofifah Indar Parawansa-Emil Dardak dan Saifullah Yusuf (Gus Ipul)-Puti Guntur Soekarno beradu gagasan serta progr…,joy
Barisan Gus Sholah (BaGusS) pulau Madura sudah merapatkan diri untuk memenangkan pasangan Calon Gubernur Khofifah I…,trust
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",joy
Barisan Gus Sholah (BaGusS) pulau Madura sudah merapatkan diri untuk memenangkan pasangan Calon Gubernur Khofifah I…,trust
Gus Sholah: Ibu Khofifah Indar Parawansa itu Amanah BaGusS #KhofifahEmilJatimSatu,joy
Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…,trust
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",joy
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",joy
"Emil Elistianto Dardak, adalah orang yang paham tentang perencanaan pembangunan,  sangat cocok disandingkan dengan…",trust
Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…,trust
Barisan Gus Sholah (BaGusS) pulau Madura sudah merapatkan diri untuk memenangkan pasangan Calon Gubernur Khofifah I…,joy
"Kinerja kementerian sosial juga naik. Bisa diartikan bahwa, kerja Ibu Khofifah Indar Parawansa selama 3 tahun itu s…",trust
Gus Sholah: Ibu Khofifah Indar Parawansa itu Amanah BaGusS #KhofifahEmilNomerSatu,trust
Khofifah Indar Parawansa-Emil Dardak dan Saifullah Yusuf (Gus Ipul)-Puti Guntur Soekarno beradu gagasan serta progr…,joy
Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…,joy
"Emil Elistianto Dardak, adalah orang yang paham tentang perencanaan pembangunan,  sangat cocok disandingkan dengan…",trust
Barisan Gus Sholah (BaGusS) pulau Madura sudah merapatkan diri untuk memenangkan pasangan Calon Gubernur Khofifah I…,trust
"@MRomahurmuziy silahkan terus bikin blunder, silahkan teruskan. gerakkan #2019gantipresiden bakal terus digalakan.…",joy
@MRomahurmuziy Smoga pak jokowie berpasangan dng\n * Ruhut sitompul\n* Puan maharani\n* Ade armando\n* Abu janda\nKlo am…,joy
@MRomahurmuziy @jokowi Bang Roma udah kayak buzzer.  Mau jadi Cawapres ya?,disgust
@jacksuketi @mak_hitam @MRomahurmuziy Tepat sekali!,joy
Dan diantara sebab2 orang yg nyinyir terhadap pemerintahan adalah: \n1.tak kebagian kuasa; \n2. pernah menikmati kuas…,anger
"@MRomahurmuziy Ente salah Rom... Alasan gue nyinyir, Gue nggak rela dipimpin si planga plongo yg sok otoriter.",anger
@Ghoz4ly @ronavioleta @sandiuno @detikcom @MRomahurmuziy Kerjaan orang yg ditinggal kader y sendiri,anger
@ayahUwah @MRomahurmuziy Orang2 seperti kalian yg akan jatuh pada akhirnya. Bisa nyinyir tanpa berbuat kebaikan mau jadi apa..,anger
"Gerindra: Sandi Tak Minta Prabowo Jadi Cawapres Jokowi, Rommy Hoax!",anger
Hoax loe bro @MRomahurmuziy,disgust
"@MRomahurmuziy Nah bener pak @MRomahurmuziy , itulah ciri2 nyinyir pada pemerintah.\n\nTrus, cuitan bapak ini seperti…",joy
@MRomahurmuziy Batul banget tum....tambah 1 lagi ...post power sindrom...,joy
"@BaniColi212 @do_chand @tangtingtung135 @MusuhKecebong @MRomahurmuziy ngeles aja kaya' bajaj nih ebong, korupsi ber…",anger
@MRomahurmuziy Lebay ah.. gak smua orng kaya elu pastinya.,anger
@MRomahurmuziy jadi udah dapat belum kuenya?\nnikmat yah kekuasaan?,fear
"@MRomahurmuziy Dan tidaklah seseorang itu selalu menjilat kepada rezim, mendukung penista agama, merelakan sebuah p…",anger
@MusuhKecebong @tangtingtung135 @MRomahurmuziy Mereka bawa kabur uang negara di jaman siapa? Apa hubungannya sm pem…,fear
@MRomahurmuziy @hendraendut Semua kriteria diatas cocok dgn anda pak.,trust
@helmifelis @twit_farid @asundamai @Sulaeman_bule @MRomahurmuziy udah ! ke yahukimo !\n4 hari nemenin boss inspeksi…,joy
@MRomahurmuziy Dan diantara sebab2 orang yg tak kritis terhadap pemwrintahan :\n\Kepedean\,fear
"Semangat amat goreng isu2 gini bung @MRomahurmuziy. Sudah hampir sebulan eksis di media. Mulai dari obor rakyat, se…",anger
"@putrabanten80 @MRomahurmuziy Kayaknya anda bukan orang cilegon, bukane orang cilegon itu santun. Ga percaya dech..",disgust
"@LawanPoLitikJKW @kangnawan @MRomahurmuziy salah satu ketum partai mirip pomeo semangka, luarnya hejo merah dalamny…",fear
@4x1d4m41 @MRomahurmuziy Mungkin maksudnya bkn ITB....dia typo...mungkin maksunya tuh ITM....Institut Tugu Monas.....,anticipation
@LawanPoLitikJKW @MRomahurmuziy Subhanallah Ketum Partai Yg Bijaksana.,joy
@MRomahurmuziy Ini level ketum partai ngomong begini? Waaahh pantesan banyak anggota yg migrasi ke partai lain...\nS…,anger
@detikcom gmna? Jngn asbun dong @MRomahurmuziy,disgust
@tangtingtung135 @MusuhKecebong @MRomahurmuziy Saya bukan kader dari partai mereka ...tapi saya bukan org yg suka m…,trust
@MRomahurmuziy Dan diantara sebab2 orang yg MENJILAT terhadap pemerintahan adalah: \n1.tak kebagian kuasa; \n2. perna…,disgust
"@Quvvatt @MRomahurmuziy Jangan ikut berpolitik mas bro,kl tdk mahu kekuasaan...wkwkwkwk",trust
"Udhlah mas Romi, gk mungkin sampeyan jd wapres. Gk usah ngoyo.\n\nBiliv mi plis",anger
@MRomahurmuziy Begok lu,anger
@LawanPoLitikJKW @MRomahurmuziy PPP (Partai Penjilat Pemarintah),anger
@Imanakh @dodi2981 @Sarinovmuanthe1 @MRomahurmuziy @jokowi Klu petahana mah enak aja.......syykur2 ora ada pendafta…,joy
@MRomahurmuziy 4. emak2 di pasar kecewa harga2 naik,sadness
@MRomahurmuziy Romi... Romi... Mulutmu itu lho... Jangan kebanyakan makan kue. Kamu yg rakus kok orang lain yg diusapin kotorannya.,anger
